lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
-118.2688,0,2,0,2002-03,2,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3313
-118.4308,11,3,0,2002-03,15,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3314
-118.1138,10,3,0,2002-03,31,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3315
-118.2698,8,3,0,2002-03,31,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3316
-118.1948,7,3,0,2002-03,4,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3317
-118.3088,4,3,0,2002-03,23,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3319
-118.2698,2,3,0,2002-03,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3320
-118.0348,0,3,0,2002-03,57,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3321
-118.2698,6,4,0,2002-03,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3323
-118.2778,5,4,0,2002-03,48,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3325
-118.4488,5,4,0,2002-03,10,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3326
-118.3268,4,4,0,2002-03,12,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3327
-118.2488,1,4,0,2002-03,57,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3328
-118.4388,0,4,0,2002-03,47,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3329
-118.2518,0,4,0,2002-03,18,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3330
-118.1088,4,5,0,2002-03,26,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3331
-118.1778,2,5,0,2002-03,8,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3332
-118.4078,1,5,0,2002-03,31,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2002,LAL vs. GSW,GSW,3333
-118.3178,11,1,0,2002-03,45,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3335
-118.3158,9,1,0,2002-03,19,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3336
-118.3588,8,1,0,2002-03,20,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3337
-118.1598,7,1,0,2002-03,6,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3338
-118.1858,5,1,0,2002-03,29,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3339
-118.2498,4,1,0,2002-03,14,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3340
-118.2698,8,2,0,2002-03,42,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3342
-118.3648,7,2,0,2002-03,58,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3343
-118.2208,6,2,0,2002-03,41,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3344
-118.2698,3,2,0,2002-03,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3347
-118.2498,3,2,0,2002-03,15,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3348
-118.2898,0,2,0,2002-03,50,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3349
-118.2698,11,3,0,2002-03,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3350
-118.2078,10,3,0,2002-03,52,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3351
-118.3078,10,3,0,2002-03,0,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3353
-118.1668,8,3,0,2002-03,6,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3354
-118.1068,7,3,0,2002-03,27,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3355
-118.1698,6,3,0,2002-03,57,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3356
-118.1418,4,3,0,2002-03,56,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3357
-118.2698,4,3,0,2002-03,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3358
-118.3238,3,3,0,2002-03,4,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3359
-118.2828,1,3,0,2002-03,22,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3360
-118.4008,7,4,0,2002-03,23,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3361
-118.3468,6,4,0,2002-03,44,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3362
-118.1168,5,4,0,2002-03,48,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3363
-118.2988,5,4,0,2002-03,13,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3364
-118.4768,4,4,0,2002-03,48,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3365
-118.2898,4,4,0,2002-03,12,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3366
-118.4128,3,4,0,2002-03,9,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3367
-118.0418,1,4,0,2002-03,46,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3369
-118.2698,0,4,0,2002-03,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2002,LAL vs. HOU,HOU,3370
-118.3778,10,1,0,2002-03,14,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3373
-118.2008,8,1,0,2002-03,46,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3374
-118.4118,5,1,0,2002-03,52,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3376
-118.1648,3,1,0,2002-03,56,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3377
-118.2178,1,1,0,2002-03,13,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3378
-118.2698,0,1,0,2002-03,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3379
-118.0628,11,2,0,2002-03,36,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3380
-118.4198,9,2,0,2002-03,56,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3381
-118.1648,9,2,0,2002-03,27,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3382
-118.1898,6,2,0,2002-03,8,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3383
-118.2698,3,2,0,2002-03,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3385
-118.3438,0,2,0,2002-03,37,14,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3386
-118.4098,8,3,0,2002-03,57,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3388
-118.1678,4,3,0,2002-03,2,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3389
-118.3358,3,3,0,2002-03,43,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3390
-118.4798,2,3,0,2002-03,56,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3391
-118.2698,2,3,0,2002-03,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2002,LAL @ DAL,DAL,3392
-118.2718,8,1,0,2002-03,33,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3394
-118.3878,5,1,0,2002-03,20,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3395
-118.1748,4,1,0,2002-03,11,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3396
-118.3158,3,1,0,2002-03,28,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3397
-118.1348,0,1,0,2002-03,31,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3398
-118.1948,4,2,0,2002-03,24,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3399
-118.2698,3,2,0,2002-03,29,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3400
-118.3158,0,2,0,2002-03,14,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3401
-118.1268,11,3,0,2002-03,41,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3402
-118.4128,9,3,0,2002-03,55,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3403
-118.2188,9,3,0,2002-03,30,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3404
-118.1188,7,3,0,2002-03,57,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3405
-118.2268,2,3,0,2002-03,53,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3407
-118.1068,1,3,0,2002-03,15,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3408
-118.4698,10,4,0,2002-03,58,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3409
-118.3498,9,4,0,2002-03,16,23,0,2PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3410
-118.1138,3,4,0,2002-03,10,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3413
-118.0908,1,4,0,2002-03,44,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3415
-118.4488,0,4,0,2002-03,34,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2002,LAL @ SAS,SAS,3416
-118.3358,8,1,0,2002-03,31,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3418
-118.2618,5,1,0,2002-03,11,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3419
-118.0808,9,2,0,2002-03,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3421
-118.1878,8,3,0,2002-03,56,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3422
-118.3188,6,3,0,2002-03,24,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3424
-118.1568,5,3,0,2002-03,7,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3425
-118.1118,3,3,0,2002-03,21,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3426
-118.3538,1,3,0,2002-03,28,8,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3427
-118.2698,1,3,0,2002-03,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3428
-118.4238,0,3,0,2002-03,37,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3429
-118.4098,0,3,0,2002-03,0,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3430
-118.3728,9,4,0,2002-03,26,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/22/2002,LAL vs. CHI,CHI,3431
-118.3828,10,1,0,2002-03,41,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3432
-118.4308,7,1,0,2002-03,28,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3433
-118.2698,4,1,0,2002-03,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3434
-118.2688,11,2,0,2002-03,45,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3435
-118.1218,3,2,0,2002-03,13,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3437
-118.4588,10,3,0,2002-03,51,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3439
-118.1578,8,3,0,2002-03,18,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3440
-118.1088,2,3,0,2002-03,31,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3441
-118.0348,2,4,0,2002-03,7,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3444
-118.2898,0,4,0,2002-03,56,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3445
-118.4048,0,4,0,2002-03,21,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2002,LAL vs. MIL,MIL,3446
-118.3288,11,1,0,2002-03,46,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3447
-118.4358,6,1,0,2002-03,4,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3448
-118.1808,9,3,0,2002-03,20,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3449
-118.0938,6,3,0,2002-03,25,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3450
-118.2388,4,3,0,2002-03,23,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3452
-118.1618,0,3,0,2002-03,39,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3453
-118.1828,11,4,0,2002-03,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3454
-118.2698,10,4,0,2002-03,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3455
-118.1808,5,4,0,2002-03,7,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3456
-118.2698,3,4,0,2002-03,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3457
-118.4468,2,4,0,2002-03,16,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3458
-118.1348,1,4,0,2002-03,33,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3459
-118.2178,1,4,0,2002-03,5,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/26/2002,LAL @ MIA,MIA,3460
-118.1348,6,1,0,2002-03,21,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3462
-118.4408,4,1,0,2002-03,30,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3463
-118.1158,3,1,0,2002-03,16,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3464
-118.2698,2,1,0,2002-03,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3465
-118.1068,10,2,0,2002-03,49,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3466
-118.3948,9,2,0,2002-03,42,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3467
-118.3998,9,2,0,2002-03,23,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3468
-118.2898,8,2,0,2002-03,57,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3469
-118.3928,5,2,0,2002-03,17,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3470
-118.1668,4,2,0,2002-03,51,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3471
-118.3778,4,2,0,2002-03,20,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3472
-118.2698,1,2,0,2002-03,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3473
-118.1088,0,2,0,2002-03,48,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3474
-118.2698,0,2,0,2002-03,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3475
-118.2698,10,3,0,2002-03,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3476
-118.3518,6,3,0,2002-03,23,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3477
-118.2898,4,3,0,2002-03,52,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3478
-118.2698,3,3,0,2002-03,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3479
-118.2928,0,3,0,2002-03,6,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3480
-118.0748,11,4,0,2002-03,44,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3481
-118.4258,10,4,0,2002-03,53,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3482
-118.1268,10,4,0,2002-03,16,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3483
-118.2698,9,4,0,2002-03,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3484
-118.1878,7,4,0,2002-03,24,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3485
-118.1008,4,4,0,2002-03,43,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2002,LAL @ ORL,ORL,3486
